"","id","recclass","mass","fell_found","year","latitude","longitude","group","chondrite","type","lvl3","lvl4","lc_sample","weights"
"9701.15",56566,"Iron, IAB-ung",732,"Found",1979,42.318,-90.221,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative","0",1
"9611",56447,"L5",154,"Found",1979,19.69611,56.22694,"L","Chondrite","Stony","Ordinary","L","14",0.0286088486882495
"1070",5473,"LL7",3.8,"Found",1956,-32.01667,139.78333,"LL","Chondrite","Stony","Ordinary","LL","2",0.064345060252235
"720",5091,"H5",1800,"Found",1968,33.65167,-103.70833,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"5839.11",23091,"LL3.3",24.3,"Fell",1919,38.16667,-76.38333,"LL","Chondrite","Stony","Ordinary","LL","0",1
"6668.1",24055,"H5",43.4,"Found",1978,38.58139,-104.07667,"H","Chondrite","Stony","Ordinary","H","1",0.0294975764627465
"4884.1",16740,"L6",70,"Fell",1808,28.78333,78.83333,"L","Chondrite","Stony","Ordinary","L","1",0.0294975764627465
"6911.12",24325,"L6",25000,"Fell",1795,54.13667,-0.41333,"L","Chondrite","Stony","Ordinary","L","0",1
"6369",23657,"H3",16900,"Found",1983,32.71667,-100.91667,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"4558.1",12465,"L4",7000,"Fell",1925,47.75,16.23333,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"4391",12289,"LL5",3698,"Fell",1932,25.55,83.11667,"LL","Chondrite","Stony","Ordinary","LL","1",0.0294975764627465
"4955.11",16851,"L",25.5,"Fell",1795,9.33333,80.83333,"L","Chondrite","Stony","Ordinary","L","0",1
"9620.1",56456,"L4",31.6,"Found",1979,19.81333,56.49028,"L","Chondrite","Stony","Ordinary","L","14",0.0286088486882495
"2185.1",6624,"L6",12700,"Found",1940,39.85,-102.95,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"4031.12",11883,"H5",750,"Fell",1897,33.6,130.43333,"H","Chondrite","Stony","Ordinary","H","0",1
"6406.13",23720,"H3.6",430,"Found",1983,-21.19222,55.68639,"H","Chondrite","Stony","Ordinary","H","0",1
"6786",24173,"Iron, IIIAB",33600,"Found",1952,-43.32,172.06333,"Iron IIIAB","Achondrite","Iron","Magmatic","Siderite","1",0.0294975764627465
"4689.18",14749,"Iron, IIIAB",20500,"Found",1885,17.9,-77.63333,"Iron IIIAB","Achondrite","Iron","Magmatic","Siderite","0",1
"5803",22772,"H6",34700,"Found",1962,-29.8,148.63333,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"3370",10083,"H6",5400,"Found",1970,36.55,-102.78333,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"6393.1",23688,"H5",8143,"Found",1965,36.34611,-97.185,"H","Chondrite","Stony","Ordinary","H","1",0.0294975764627465
"5888.1",23165,"L6",5500,"Fell",1924,-33.9,-61.7,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"973.13",5372,"H4",20,"Found",1986,12.5,-137.7,"H","Chondrite","Stony","Ordinary","H","0",1
"975",5374,"L6",1455,"Fell",1984,32.1025,-81.87278,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"3507",10912,"Iron, IVA",2.6e+07,"Found",1836,-25.5,18,"Iron IVA","Achondrite","Iron","Magmatic","Siderite","14",0.0286088486882495
"3290.17",7815,"Iron, ungrouped",2405,"Found",1921,26.28333,34.25,"Iron","Achondrite","Iron",NA,NA,"0",1
"5049.1",16949,"Iron, IIE-an",250000,"Found",1846,54.23333,35.15,"Iron IIE","Achondrite","Iron","Non-magmatic","Primative","2",0.064345060252235
"3594.2",11439,"H6",39000,"Fell",1892,38.73333,-6.01667,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"876.11",5261,"Iron, IVB",136000,"Found",1793,-33.5,26,"Iron IVB","Achondrite","Iron","Magmatic","Siderite","0",1
"725",5096,"H5",2180,"Found",1948,52.5,68.8,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"9666",56502,"H4",39.6,"Found",1979,19.81194,56.51056,"H","Chondrite","Stony","Ordinary","H","14",0.0286088486882495
"3277",7801,"L6",1072,"Found",1989,23.66667,-1.58333,"L","Chondrite","Stony","Ordinary","L","14",0.0286088486882495
"5391",18094,"Iron, IAB complex",19500,"Found",1887,-26.5,-69.5,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative","13",0.0166285644122995
"6680.1",24069,"H6",17700,"Found",1981,34.60667,-101.76667,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"6765.6",24159,"Iron, IAB-ung",7700,"Found",1953,34.25,-119.3,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative","0",1
"9644",56480,"H5",4.4,"Found",1979,19.10889,54.82722,"H","Chondrite","Stony","Ordinary","H","14",0.0286088486882495
"5074.1",16979,"L6",786,"Found",1970,-31.51667,117.96667,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"6406.14",23720,"H3.6",430,"Found",1983,-21.19222,55.68639,"H","Chondrite","Stony","Ordinary","H","0",1
"453.1",464,"Iron, IAB complex",192,"Found",1875,35.75,-81.25,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative","1",0.0294975764627465
"560",4905,"H4",9330,"Fell",1952,-21.46028,-49.95083,"H","Chondrite","Stony","Ordinary","H","1",0.0294975764627465
"671.7",5039,"L6",100,"Fell",1893,20.83333,71.46667,"L","Chondrite","Stony","Ordinary","L","0",1
"576",4922,"Iron, IAB-sLL",10322,"Fell",1934,28.48333,78.5,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative","1",0.0294975764627465
"5632.20",22585,"Iron, IVA",10000,"Fell",1919,-6.73333,111.36667,"Iron IVA","Achondrite","Iron","Magmatic","Siderite","0",1
"4581.15",12757,"Iron",3.3,"Found",1904,-40.73333,146.96667,"Iron","Achondrite","Iron",NA,NA,"0",1
"4017.15",11869,"H5",3500,"Fell",1922,55.46667,13.78333,"H","Chondrite","Stony","Ordinary","H","0",1
"5312.17",18001,"L4",1000,"Found",1916,26.68333,-80.8,"L","Chondrite","Stony","Ordinary","L","0",1
"5632.21",22585,"Iron, IVA",10000,"Fell",1919,-6.73333,111.36667,"Iron IVA","Achondrite","Iron","Magmatic","Siderite","0",1
"5895.11",23172,"Iron, IIAB",162000,"Found",1883,41.76611,-8.58361,"Iron IIAB","Achondrite","Iron","Magmatic","Siderite","0",1
"5632.22",22585,"Iron, IVA",10000,"Fell",1919,-6.73333,111.36667,"Iron IVA","Achondrite","Iron","Magmatic","Siderite","0",1
"42",43,"L6",93,"Found",1989,27.65,4.43333,"L","Chondrite","Stony","Ordinary","L","14",0.0286088486882495
"6764.14",24158,"H5",10800,"Fell",1950,56.13333,77.26667,"H","Chondrite","Stony","Ordinary","H","0",1
"9.18",10,"Acapulcoite",1914,"Fell",1976,16.88333,-99.9,"Acapulcoite","Achondrite","Stony","Primitive",NA,"0",1
"4858.1",16711,"L6",35000,"Fell",1905,38.5,-101.1,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"995.17",5396,"Pallasite, PES",320,"Found",1921,55.18333,-162.55,"Eagle Station Group","Achondrite","Stony-Iron","Pallasite",NA,"0",1
"4955.12",16851,"L",25.5,"Fell",1795,9.33333,80.83333,"L","Chondrite","Stony","Ordinary","L","0",1
"4340.14",12232,"H4",950,"Fell",1951,-6.83333,29.5,"H","Chondrite","Stony","Ordinary","H","0",1
"5051",16949,"Iron, IIE-an",250000,"Found",1846,54.23333,35.15,"Iron IIE","Achondrite","Iron","Non-magmatic","Primative","2",0.064345060252235
"3502.1",10907,"Iron",367,"Found",1911,29.31667,31.28333,"Iron","Achondrite","Iron",NA,NA,"14",0.0286088486882495
"5864.2",23119,"H4",3600,"Found",1942,-35.53333,-58.76667,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"5454",18815,"H6",400,"Found",1908,34.5,-84.5,"H","Chondrite","Stony","Ordinary","H","1",0.0294975764627465
"4000",11850,"Iron, IAB-MG",12880,"Found",1935,34,-105.5,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative","13",0.0166285644122995
"3244.1",7767,"H6",4000,"Found",1983,39.76667,-99.91667,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"886.1",5273,"H4/5",116,"Found",1977,-29.15,127.16667,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"792.12",5169,"H5",120000,"Fell",1919,5,48,"H","Chondrite","Stony","Ordinary","H","0",1
"6751.24",24144,"H6",2799,"Fell",1944,11.98333,79.75,"H","Chondrite","Stony","Ordinary","H","0",1
"5577.15",22395,"H6",6.1,"Fell",1961,26.66667,50.15,"H","Chondrite","Stony","Ordinary","H","0",1
"3580.21",11208,"L6",8000,"Fell",1881,46.35,30.58333,"L","Chondrite","Stony","Ordinary","L","0",1
"4597.1",12770,"Iron, IIE",344,"Found",1964,29.6,103.7,"Iron IIE","Achondrite","Iron","Magmatic","Siderite","1",0.0294975764627465
"4456",12356,"Pallasite, PMG-an",7e+05,"Found",1749,54.9,91.8,"Main Group","Achondrite","Stony-Iron","Pallasite",NA,"8",0.0565394577591197
"5379.18",18082,"H5",682,"Fell",1949,21.3,-157.78333,"H","Chondrite","Stony","Ordinary","H","0",1
"6752.19",24144,"H6",2799,"Fell",1944,11.98333,79.75,"H","Chondrite","Stony","Ordinary","H","0",1
"4852.1",16704,"L",12000,"Found",1949,43.31667,-100.76667,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"3461.14",10835,"Iron",7.3,"Found",1849,32.7,128.85,"Iron","Achondrite","Iron",NA,NA,"0",1
"6911.13",24325,"L6",25000,"Fell",1795,54.13667,-0.41333,"L","Chondrite","Stony","Ordinary","L","0",1
"2220.1",6662,"Iron, IAB-sLL",15000,"Found",1926,33.51667,-95.3,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative","2",0.064345060252235
"5424.1",18783,"L6",11500,"Found",1937,40.95,-103.08333,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"5351.1",18049,"LL6",8000,"Found",1944,26.8,13.58333,"LL","Chondrite","Stony","Ordinary","LL","14",0.0286088486882495
"5085.16",16990,"L4",283.5,"Found",1962,-37.31667,139.85,"L","Chondrite","Stony","Ordinary","L","0",1
"5410.21",18118,"Iron",12,"Fell",1922,38.13333,14.96667,"Iron","Achondrite","Iron",NA,NA,"0",1
"3622.11",11467,"OC",1320,"Fell",1930,35,127.5,"Chondrite","Chondrite","Stony",NA,NA,"0",1
"5410.22",18118,"Iron",12,"Fell",1922,38.13333,14.96667,"Iron","Achondrite","Iron",NA,NA,"0",1
"813.1",5192,"Iron, IAB-ung",18000,"Found",1987,35,-98.33333,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative","1",0.0294975764627465
"459.22",470,"Iron, IAB-sHL",4100,"Found",1887,44.65,-87.46667,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative","0",1
"5022",16921,"L6",25000,"Found",1939,37.45,-98.41667,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"4859",16712,"H6",1800,"Found",1948,38.5,-101.1,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"3287.1",7812,"LL4",276,"Found",1950,31.78333,-106.23333,"LL","Chondrite","Stony","Ordinary","LL","14",0.0286088486882495
"9611.1",56447,"L5",154,"Found",1979,19.69611,56.22694,"L","Chondrite","Stony","Ordinary","L","14",0.0286088486882495
"694.10",5064,"L/LL4",330000,"Fell",1899,60.4,25.8,"LL","Chondrite","Stony","Ordinary","LL","0",1
"876.12",5261,"Iron, IVB",136000,"Found",1793,-33.5,26,"Iron IVB","Achondrite","Iron","Magmatic","Siderite","0",1
"6406.15",23720,"H3.6",430,"Found",1983,-21.19222,55.68639,"H","Chondrite","Stony","Ordinary","H","0",1
"5897",23175,"L6",5950,"Found",1983,39.84433,-100.51,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"6227.2",23510,"Pallasite, PMG",323300,"Found",1967,62.9,152.43333,"Main Group","Achondrite","Stony-Iron","Pallasite",NA,"8",0.0565394577591197
"5753.1",22722,"L5",2.1,"Found",1988,34.1,-103.48333,"L","Chondrite","Stony","Ordinary","L","1",0.0294975764627465
"3619",11464,"L6",28,"Fell",1814,13.78333,78.56667,"L","Chondrite","Stony","Ordinary","L","1",0.0294975764627465
"4837.1",16645,"H5",16700,"Fell",1930,35.4,-92.05,"H","Chondrite","Stony","Ordinary","H","1",0.0294975764627465
"4751.20",15426,"Pallasite, PMG",45000,"Fell",1902,61.5,30.5,"Main Group","Achondrite","Stony-Iron","Pallasite",NA,"0",1
"6736.9",24129,"Stone-uncl",1500,"Fell",1926,34.48333,133.28333,"Stony",NA,"Stony",NA,NA,"0",1
"4051.15",11904,"L5",2420,"Fell",1825,21.3,-157.86667,"L","Chondrite","Stony","Ordinary","L","0",1
"4882.15",16738,"L6",8887.5,"Fell",1930,-40.975,145.6,"L","Chondrite","Stony","Ordinary","L","0",1
"3321.8",10028,"Mesosiderite",1200,"Found",1981,-57.78667,-90.79333,"Mesosiderite","Achondrite","Stony-Iron","Mesosiderite",NA,"0",1
"5637.1",22590,"Iron, IIF",7000,"Fell",1933,48.6,45.66667,"Iron IIF","Achondrite","Iron","Magmatic","Siderite","13",0.0166285644122995
"3529.14",10938,"Ureilite",2700,"Found",1868,26.16667,90.6,"Ureilite","Achondrite","Stony","Primitive or asteroidal",NA,"0",1
"4160",12019,"H5",3150,"Found",1989,21.66667,1.85,"H","Chondrite","Stony","Ordinary","H","14",0.0286088486882495
"3341.2",10051,"L6",1500,"Fell",1837,46.25,-1.1,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"9.19",10,"Acapulcoite",1914,"Fell",1976,16.88333,-99.9,"Acapulcoite","Achondrite","Stony","Primitive",NA,"0",1
"6751.25",24144,"H6",2799,"Fell",1944,11.98333,79.75,"H","Chondrite","Stony","Ordinary","H","0",1
"4340.15",12232,"H4",950,"Fell",1951,-6.83333,29.5,"H","Chondrite","Stony","Ordinary","H","0",1
"6849.1",24230,"Iron, IIE-an",94200,"Found",1924,-32.26667,139.86667,"Iron IIE","Achondrite","Iron","Non-magmatic","Primative","2",0.064345060252235
"4425",12327,"H4",3600,"Found",1970,-28.03333,138.13333,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"6221.2",23504,"H4",350,"Fell",1908,-19.46667,-44.21667,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"803",5180,"H4",1240,"Found",1939,41.23333,-103.9,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"5566",22384,"L6",3766,"Fell",1940,26.45,82.9,"L","Chondrite","Stony","Ordinary","L","1",0.0294975764627465
"6712.12",24104,"H5",3600,"Fell",1866,13.48333,74.78333,"H","Chondrite","Stony","Ordinary","H","0",1
"5631",22584,"L5",17300,"Fell",1947,42.475,-5.33333,"L","Chondrite","Stony","Ordinary","L","13",0.0166285644122995
"4044",11895,"Stone-uncl",1415,"Fell",1923,9.06667,38.41667,"Stony",NA,"Stony",NA,NA,"2",0.064345060252235
"6752.20",24144,"H6",2799,"Fell",1944,11.98333,79.75,"H","Chondrite","Stony","Ordinary","H","0",1
"4055.1",11908,"H5",19700,"Found",1940,38.35,-101.78333,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"4649.20",14705,"Iron, IIIAB",94800,"Found",1896,26.01667,-111.36667,"Iron IIIAB","Achondrite","Iron","Magmatic","Siderite","0",1
"6712.13",24104,"H5",3600,"Fell",1866,13.48333,74.78333,"H","Chondrite","Stony","Ordinary","H","0",1
"4860.16",16713,"CV3",4500,"Fell",1908,-39.63333,174.4,"CV","Chondrite","Stony","Carbonaceous","CV-CK","0",1
"1018.1",5414,"Iron, IAB-sLL",19700,"Found",1940,32.01667,-98.7,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative","2",0.064345060252235
"2195.13",6634,"L6",28,"Fell",1829,40.25,-74,"L","Chondrite","Stony","Ordinary","L","0",1
"583.1",4929,"Iron, IAB complex",15,"Found",1867,-37.57083,143.82533,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative","1",0.0294975764627465
"4898.15",16754,"H4/5",7100,"Found",1925,-44.81667,171.13333,"H","Chondrite","Stony","Ordinary","H","0",1
"2182.13",6621,"H6",340,"Fell",1887,43,-80,"H","Chondrite","Stony","Ordinary","H","0",1
"5839.12",23091,"LL3.3",24.3,"Fell",1919,38.16667,-76.38333,"LL","Chondrite","Stony","Ordinary","LL","0",1
"461.2",473,"H4",11450,"Found",1955,20.7,52.83333,"H","Chondrite","Stony","Ordinary","H","14",0.0286088486882495
"6901.2",24282,"Iron, IIIAB",7800,"Found",1976,29.96667,-98.11667,"Iron IIIAB","Achondrite","Iron","Magmatic","Siderite","1",0.0294975764627465
"491.2",2308,"L6",3900,"Found",1972,39.33333,-97.56167,"L","Chondrite","Stony","Ordinary","L","1",0.0294975764627465
"6860.1",24240,"H",1615,"Found",1966,33.01667,-102.36667,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"4426.13",12328,"CM2",164,"Found",1968,64.45,27.56667,"CM","Chondrite","Stony","Carbonaceous","CM-CO","0",1
"2208.1",6648,"H5",276,"Found",1969,34.05,-103.55,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"4811.11",15495,"L5",2405,"Fell",1955,38.18333,15.56667,"L","Chondrite","Stony","Ordinary","L","0",1
"5534.7",18907,"L/LL5",1275,"Fell",1982,32.08333,121.5,"LL","Chondrite","Stony","Ordinary","LL","0",1
"6412",23728,"L6",50,"Fell",1974,41.2,-73.13333,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"6701",24092,"H",3000,"Found",1970,37.63333,-102.41667,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"4898.16",16754,"H4/5",7100,"Found",1925,-44.81667,171.13333,"H","Chondrite","Stony","Ordinary","H","0",1
"6826.2",24217,"Iron, ungrouped",5750,"Found",1927,39.7,-103.16667,"Iron","Achondrite","Iron",NA,NA,"2",0.064345060252235
"4952.1",16847,"H6",19900,"Found",1964,-30.18333,126.36667,"H","Chondrite","Stony","Ordinary","H","14",0.0286088486882495
"5799.2",22768,"L5",9935,"Found",1934,30.05806,-96.65139,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"3295.3",7820,"Iron",5e+05,"Found",1942,-33.11667,-60.96667,"Iron","Achondrite","Iron",NA,NA,"2",0.064345060252235
"6316",23600,"L6",350.7,"Found",1883,-31.88333,141.2,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"2195.14",6634,"L6",28,"Fell",1829,40.25,-74,"L","Chondrite","Stony","Ordinary","L","0",1
"4419",12319,"L6",2000,"Found",1965,52.04667,-107.23333,"L","Chondrite","Stony","Ordinary","L","1",0.0294975764627465
"5082.3",16987,"Iron, IC-an",20000,"Found",1895,-29.86667,144.21667,"Iron IC","Achondrite","Iron","Magmatic","Siderite","2",0.064345060252235
"666.1",5032,"H",13.9,"Fell",1859,42.53333,-73.83333,"H","Chondrite","Stony","Ordinary","H","1",0.0294975764627465
"4811.12",15495,"L5",2405,"Fell",1955,38.18333,15.56667,"L","Chondrite","Stony","Ordinary","L","0",1
"4751.21",15426,"Pallasite, PMG",45000,"Fell",1902,61.5,30.5,"Main Group","Achondrite","Stony-Iron","Pallasite",NA,"0",1
"6813",24202,"L6",1300,"Found",1937,39.1,-98.83333,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"6696.19",24087,"L6",236,"Found",1920,44.01667,28.63333,"L","Chondrite","Stony","Ordinary","L","0",1
"4017.16",11869,"H5",3500,"Fell",1922,55.46667,13.78333,"H","Chondrite","Stony","Ordinary","H","0",1
"6765.7",24159,"Iron, IAB-ung",7700,"Found",1953,34.25,-119.3,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative","0",1
"591.2",4938,"CM2",629,"Fell",1933,-6.33333,106,"CM","Chondrite","Stony","Carbonaceous","CM-CO","1",0.0294975764627465
"9.20",10,"Acapulcoite",1914,"Fell",1976,16.88333,-99.9,"Acapulcoite","Achondrite","Stony","Primitive",NA,"0",1
"618.2",4974,"H4",21000,"Fell",1892,45.41667,-98.31667,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"6180.1",23458,"H5",283.3,"Fell",1968,42.86083,-73.95028,"H","Chondrite","Stony","Ordinary","H","1",0.0294975764627465
"4021",11873,"L5",6000,"Found",1901,35.31667,-81.46667,"L","Chondrite","Stony","Ordinary","L","1",0.0294975764627465
"5320",18010,"H5",150,"Found",1972,-33,121,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"5047",16949,"Iron, IIE-an",250000,"Found",1846,54.23333,35.15,"Iron IIE","Achondrite","Iron","Magmatic","Siderite","2",0.064345060252235
"4352.13",12245,"H5",1630,"Fell",1908,-7,115.5,"H","Chondrite","Stony","Ordinary","H","0",1
"5527.16",18897,"L",66,"Found",1973,29.9,-112.68333,"L","Chondrite","Stony","Ordinary","L","0",1
"3490",10861,"Diogenite-pm",102,"Fell",1950,41.68333,-112.13333,"Diogenite","Achondrite","Stony","Asteroidal","H-E-D Vesta","2",0.064345060252235
"6767.1",24161,"L/LL4",80000,"Found",1941,-29.91667,-60.28333,"LL","Chondrite","Stony","Ordinary","LL","2",0.064345060252235
"5512.2",18878,"L6",261000,"Found",1941,41.23333,-103.3,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"6774.1",24164,"Iron, IIE",70,"Found",1876,48.63333,34.36667,"Iron IIE","Achondrite","Iron","Non-magmatic","Primative","1",0.0294975764627465
"529.3",2341,"L6",20810,"Found",1914,-29.06667,139.91667,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"4451.15",12351,"EH3",334,"Found",1905,-13.01667,34.2,"EH","Chondrite","Stony","Enstatite","EH-EL","0",1
"5513.1",18879,"LL",665,"Fell",1933,31.41667,118.5,"LL","Chondrite","Stony","Ordinary","LL","1",0.0294975764627465
"4955.13",16851,"L",25.5,"Fell",1795,9.33333,80.83333,"L","Chondrite","Stony","Ordinary","L","0",1
"702.1",5072,"H6",470,"Fell",1833,49.36667,16.63333,"H","Chondrite","Stony","Ordinary","H","1",0.0294975764627465
"4651.11",14708,"L6",25,"Fell",1894,38,-0.83333,"L","Chondrite","Stony","Ordinary","L","0",1
"5430.14",18789,"Iron, IAB complex",72.54,"Found",1984,48.85,-64.43333,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative","0",1
"7946.12",45978,"Iron, ungrouped",8200,"Found",1981,-8.65,115.21667,"Iron","Achondrite","Iron",NA,NA,"0",1
"6765.8",24159,"Iron, IAB-ung",7700,"Found",1953,34.25,-119.3,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative","0",1
"6897.1",24278,"L6",2070,"Found",1971,36.73333,-102.2,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"5632.23",22585,"Iron, IVA",10000,"Fell",1919,-6.73333,111.36667,"Iron IVA","Achondrite","Iron","Magmatic","Siderite","0",1
"4024",11876,"OC",2276,"Found",1970,33.795,-102.24167,"Chondrite","Chondrite","Stony",NA,NA,"2",0.064345060252235
"3529.15",10938,"Ureilite",2700,"Found",1868,26.16667,90.6,"Ureilite","Achondrite","Stony","Primitive or asteroidal",NA,"0",1
"6736.10",24129,"Stone-uncl",1500,"Fell",1926,34.48333,133.28333,"Stony",NA,"Stony",NA,NA,"0",1
"485",2301,"L6",367,"Fell",1822,47.46667,-0.55,"L","Chondrite","Stony","Ordinary","L","1",0.0294975764627465
"6752.21",24144,"H6",2799,"Fell",1944,11.98333,79.75,"H","Chondrite","Stony","Ordinary","H","0",1
"4767.9",15447,"L6",220,"Fell",1801,-20,57,"L","Chondrite","Stony","Ordinary","L","0",1
"1074.11",5477,"L5",4255,"Fell",1902,54.61667,-6.21667,"L","Chondrite","Stony","Ordinary","L","0",1
