"","id","recclass","mass","fell_found","year","latitude","longitude","group","chondrite","type","lvl3","lvl4","lc_sample","weights"
"4720.2",15392,"L6",2300,"Found",1879,-46.31667,168.4,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"3460.30",10834,"Iron",367,"Found",1979,26,119,"Iron","Achondrite","Iron",NA,NA,"0",1
"3632.2",11477,"L5",610,"Found",1936,34.05,-101.75,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"3244.1",7767,"H6",4000,"Found",1983,39.76667,-99.91667,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"6882",24262,"H5",207.8,"Found",1940,37.08333,-101.76667,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"792.21",5169,"H5",120000,"Fell",1919,5,48,"H","Chondrite","Stony","Ordinary","H","0",1
"5468.2",18830,"H6",13600,"Found",1887,29.68333,-98.91667,"H","Chondrite","Stony","Ordinary","H","1",0.0294975764627465
"4530.29",12436,"L6",2750,"Found",1961,-37.75,140.3,"L","Chondrite","Stony","Ordinary","L","0",1
"5639.1",22592,"CI1",1,"Fell",1965,51.33333,-118.95,"CI","Chondrite","Stony","Carbonaceous","CI","8",0.0565394577591197
"5361.1",18061,"Iron, IIIAB",192800,"Found",1913,37.46667,-118,"Iron IIIAB","Achondrite","Iron","Magmatic","Siderite","14",0.0286088486882495
"4863",16716,"Pallasite, PMG",104000,"Found",1912,-33.28333,148.88333,"Main Group","Achondrite","Stony-Iron","Pallasite",NA,"1",0.0294975764627465
"887.2",5274,"H5",809,"Found",1977,-29.16667,127.16667,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"6911.19",24325,"L6",25000,"Fell",1795,54.13667,-0.41333,"L","Chondrite","Stony","Ordinary","L","0",1
"4044.2",11895,"Stone-uncl",1415,"Fell",1923,9.06667,38.41667,"Stony",NA,"Stony",NA,NA,"2",0.064345060252235
"5705.2",22674,"L5",450,"Found",1982,34.11667,-103.56667,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"4690",14750,"Iron, IAB-MG",35400,"Found",1973,32.83611,-99.60417,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative","2",0.064345060252235
"5648.3",22601,"Iron, IIAB",50600,"Found",1951,31.9,-96.4,"Iron IIAB","Achondrite","Iron","Magmatic","Siderite","2",0.064345060252235
"5555.2",22373,"H3.8",4239,"Found",1972,45.7,43.7,"H","Chondrite","Stony","Ordinary","H","1",0.0294975764627465
"4955.29",16851,"L",25.5,"Fell",1795,9.33333,80.83333,"L","Chondrite","Stony","Ordinary","L","0",1
"4493.1",12396,"L6",45000,"Fell",1985,-31.23333,-58.16667,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"4017.25",11869,"H5",3500,"Fell",1922,55.46667,13.78333,"H","Chondrite","Stony","Ordinary","H","0",1
"4164.2",12023,"Iron, IIIAB",5621,"Found",1915,51.23333,57.38333,"Iron IIIAB","Achondrite","Iron","Magmatic","Siderite","2",0.064345060252235
"4604.3",14645,"Iron, IIIAB",2e+05,"Found",1959,40.5,112.5,"Iron IIIAB","Achondrite","Iron","Magmatic","Siderite","2",0.064345060252235
"5839.23",23091,"LL3.3",24.3,"Fell",1919,38.16667,-76.38333,"LL","Chondrite","Stony","Ordinary","LL","0",1
"450.2",461,"LL5",700,"Fell",1835,51.78333,-1.78333,"LL","Chondrite","Stony","Ordinary","LL","2",0.064345060252235
"6890",24271,"H3.6",12700,"Found",1934,34.5,-105.83333,"H","Chondrite","Stony","Ordinary","H","13",0.0166285644122995
"3476.1",10851,"L6",6400,"Fell",1897,27.35,68.53333,"L","Chondrite","Stony","Ordinary","L","14",0.0286088486882495
"4017.26",11869,"H5",3500,"Fell",1922,55.46667,13.78333,"H","Chondrite","Stony","Ordinary","H","0",1
"568.2",4914,"H6",256.3,"Found",1967,-31.61667,118.03333,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"4305.2",12174,"Iron, IIIAB",42600,"Found",1884,35.76667,-91.5,"Iron IIIAB","Achondrite","Iron","Magmatic","Siderite","2",0.064345060252235
"5577.39",22395,"H6",6.1,"Fell",1961,26.66667,50.15,"H","Chondrite","Stony","Ordinary","H","0",1
"5294.35",17977,"LL6",179,"Found",1962,-39.06667,146.35,"LL","Chondrite","Stony","Ordinary","LL","0",1
"6883.1",24264,"H5",1360,"Found",1979,39.41667,-103.2,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"4216.28",12084,"Iron, IIAB",40000,"Found",1976,55.608833,11.229167,"Iron IIAB","Achondrite","Iron","Magmatic","Siderite","0",1
"6238.1",23521,"Diogenite",4000,"Fell",1850,23.1,87.3,"Diogenite","Achondrite","Stony","Asteroidal","H-E-D Vesta","1",0.0294975764627465
"3348.2",10059,"Mesosiderite-A3/4",320000,"Fell",1879,43.41667,-94.83333,"Mesosiderite","Achondrite","Stony-Iron","Mesosiderite",NA,"2",0.064345060252235
"6680.2",24069,"H6",17700,"Found",1981,34.60667,-101.76667,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"6736.31",24129,"Stone-uncl",1500,"Fell",1926,34.48333,133.28333,"Stony",NA,"Stony",NA,NA,"0",1
"5475",18837,"Iron, IAB-ung",3760,"Fell",1921,31.95,-83.51667,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative","2",0.064345060252235
"9672.1",56508,"L4",367,"Found",1979,19.83028,56.4375,"L","Chondrite","Stony","Ordinary","L","14",0.0286088486882495
"4031.32",11883,"H5",750,"Fell",1897,33.6,130.43333,"H","Chondrite","Stony","Ordinary","H","0",1
"4031.33",11883,"H5",750,"Fell",1897,33.6,130.43333,"H","Chondrite","Stony","Ordinary","H","0",1
"8139.3",48959,"Iron, IIIAB",97000,"Found",1954,-14.3675,-43.02278,"Iron IIIAB","Achondrite","Iron","Magmatic","Siderite","2",0.064345060252235
"420.1",430,"H6",1050,"Found",1940,40.15,-103.16667,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"6765.31",24159,"Iron, IAB-ung",7700,"Found",1953,34.25,-119.3,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative","0",1
"6221.2",23504,"H4",350,"Fell",1908,-19.46667,-44.21667,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"6886",24267,"H5",26600,"Found",1982,43.72444,-116.91167,"H","Chondrite","Stony","Ordinary","H","1",0.0294975764627465
"4340.23",12232,"H4",950,"Fell",1951,-6.83333,29.5,"H","Chondrite","Stony","Ordinary","H","0",1
"50.2",51,"L/LL6",134,"Found",1989,27.43333,3.71667,"LL","Chondrite","Stony","Ordinary","LL","14",0.0286088486882495
"47",48,"H5",962,"Found",1989,27.53333,4,"H","Chondrite","Stony","Ordinary","H","14",0.0286088486882495
"671.38",5039,"L6",100,"Fell",1893,20.83333,71.46667,"L","Chondrite","Stony","Ordinary","L","0",1
"4821.30",16633,"Iron",34,"Found",1960,44.75,-79.88333,"Iron","Achondrite","Iron",NA,NA,"0",1
"5072",16977,"L4",6000,"Fell",1954,56.11667,37.33333,"L","Chondrite","Stony","Ordinary","L","1",0.0294975764627465
"2195.37",6634,"L6",28,"Fell",1829,40.25,-74,"L","Chondrite","Stony","Ordinary","L","0",1
"983.29",5382,"H3.5",277,"Found",1986,11.7,-137.8,"H","Chondrite","Stony","Ordinary","H","0",1
"6758.27",24150,"L6",4000,"Found",1962,61.05,26.83333,"L","Chondrite","Stony","Ordinary","L","0",1
"596.29",4944,"OC",367,"Fell",1704,41.36667,2.16667,"Chondrite","Chondrite","Stony",NA,NA,"0",1
"467.2",2280,"L4",6570,"Found",1978,33.1,-102.95,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"6949",30361,"Iron, IAB-MG",132000,"Found",1918,-14.25,132.01667,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative","16",0.0108167525185493
"995.24",5396,"Pallasite, PES",320,"Found",1921,55.18333,-162.55,"Eagle Station Group","Achondrite","Stony-Iron","Pallasite",NA,"0",1
"4882.35",16738,"L6",8887.5,"Fell",1930,-40.975,145.6,"L","Chondrite","Stony","Ordinary","L","0",1
"911.3",5302,"H6",4900,"Found",1937,39.7,-98.98333,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"6765.32",24159,"Iron, IAB-ung",7700,"Found",1953,34.25,-119.3,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative","0",1
"6764.30",24158,"H5",10800,"Fell",1950,56.13333,77.26667,"H","Chondrite","Stony","Ordinary","H","0",1
"5432",18792,"Eucrite-mmict",165,"Fell",1899,-10.66667,35.5,"Eucrite","Achondrite","Stony","Asteroidal","H-E-D Vesta","16",0.0108167525185493
"4898.38",16754,"H4/5",7100,"Found",1925,-44.81667,171.13333,"H","Chondrite","Stony","Ordinary","H","0",1
"6406.21",23720,"H3.6",430,"Found",1983,-21.19222,55.68639,"H","Chondrite","Stony","Ordinary","H","0",1
"5430.27",18789,"Iron, IAB complex",72.54,"Found",1984,48.85,-64.43333,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative","0",1
"4860.29",16713,"CV3",4500,"Fell",1908,-39.63333,174.4,"CV","Chondrite","Stony","Carbonaceous","CV-CK","0",1
"6736.32",24129,"Stone-uncl",1500,"Fell",1926,34.48333,133.28333,"Stony",NA,"Stony",NA,NA,"0",1
"4472",12373,"H6",3719,"Fell",1906,41.11667,45,"H","Chondrite","Stony","Ordinary","H","1",0.0294975764627465
"3622.28",11467,"OC",1320,"Fell",1930,35,127.5,"Chondrite","Chondrite","Stony",NA,NA,"0",1
"4340.24",12232,"H4",950,"Fell",1951,-6.83333,29.5,"H","Chondrite","Stony","Ordinary","H","0",1
"3233.26",7752,"L6",577,"Fell",1853,-4,39.5,"L","Chondrite","Stony","Ordinary","L","0",1
"1074.30",5477,"L5",4255,"Fell",1902,54.61667,-6.21667,"L","Chondrite","Stony","Ordinary","L","0",1
"635.1",4995,"L5",44400,"Found",1937,36.21667,-103.65,"L","Chondrite","Stony","Ordinary","L","13",0.0166285644122995
"5085.30",16990,"L4",283.5,"Found",1962,-37.31667,139.85,"L","Chondrite","Stony","Ordinary","L","0",1
"3529.20",10938,"Ureilite",2700,"Found",1868,26.16667,90.6,"Ureilite","Achondrite","Stony","Primitive or asteroidal",NA,"0",1
"5444.2",18804,"Stone-uncl",367,"Fell",1779,53.53333,-7.33333,"Stony",NA,"Stony",NA,NA,"2",0.064345060252235
"4893.1",16749,"Iron, IAB-an",1387,"Found",1920,42.18333,-103.93333,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative","2",0.064345060252235
"5830.2",23082,"L6",5500,"Fell",1841,46.95,-1.5,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"4656.3",14713,"OC",309,"Found",1980,33.28944,-102.54306,"Chondrite","Chondrite","Stony",NA,NA,"2",0.064345060252235
"3321.34",10028,"Mesosiderite",1200,"Found",1981,-57.78667,-90.79333,"Mesosiderite","Achondrite","Stony-Iron","Mesosiderite",NA,"0",1
"540.4",2353,"H5",2000,"Fell",1886,43.03333,12.55,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"3198",7711,"Iron, IIIAB",2575,"Found",1972,26.95833,16.03333,"Iron IIIAB","Achondrite","Iron","Magmatic","Siderite","14",0.0286088486882495
"4689.20",14749,"Iron, IIIAB",20500,"Found",1885,17.9,-77.63333,"Iron IIIAB","Achondrite","Iron","Magmatic","Siderite","0",1
"5895.24",23172,"Iron, IIAB",162000,"Found",1883,41.76611,-8.58361,"Iron IIAB","Achondrite","Iron","Magmatic","Siderite","0",1
"4812.31",15495,"L5",2405,"Fell",1955,38.18333,15.56667,"L","Chondrite","Stony","Ordinary","L","0",1
"4898.39",16754,"H4/5",7100,"Found",1925,-44.81667,171.13333,"H","Chondrite","Stony","Ordinary","H","0",1
"3202.3",7717,"Iron, IIF",12600,"Found",1910,53.33333,70.06667,"Iron IIF","Achondrite","Iron","Magmatic","Siderite","2",0.064345060252235
"3463",10837,"Iron",367,"Found",1960,29.7,107.4,"Iron","Achondrite","Iron",NA,NA,"1",0.0294975764627465
"3239.39",7758,"Mesosiderite-A1",188,"Fell",1933,-3,151,"Mesosiderite","Achondrite","Stony-Iron","Mesosiderite",NA,"0",1
"4016.43",11868,"Stone-uncl",367,"Found",1956,24.7,108,"Stony",NA,"Stony",NA,NA,"0",1
"5444.3",18804,"Stone-uncl",367,"Fell",1779,53.53333,-7.33333,"Stony",NA,"Stony",NA,NA,"2",0.064345060252235
"4651.29",14708,"L6",25,"Fell",1894,38,-0.83333,"L","Chondrite","Stony","Ordinary","L","0",1
"6764.31",24158,"H5",10800,"Fell",1950,56.13333,77.26667,"H","Chondrite","Stony","Ordinary","H","0",1
"873.1",5257,"Iron, IAB-MG",3e+07,"Found",1891,35.05,-111.03333,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative","13",0.0166285644122995
"6830",24221,"Iron, IIE",93000,"Found",1972,-30.5,131.55,"Iron IIE","Achondrite","Iron","Non-magmatic","Primative","13",0.0166285644122995
"6736.33",24129,"Stone-uncl",1500,"Fell",1926,34.48333,133.28333,"Stony",NA,"Stony",NA,NA,"0",1
"6915.23",24330,"Iron, IAB-ung",48200,"Found",1953,42.34667,-90.1675,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative","0",1
"527.2",2339,"L5",31100,"Found",1936,39.3,-103.25,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"4651.30",14708,"L6",25,"Fell",1894,38,-0.83333,"L","Chondrite","Stony","Ordinary","L","0",1
"3238",7757,"Ureilite",300,"Fell",1872,26.25,82,"Ureilite","Achondrite","Stony","Primitive or asteroidal",NA,"1",0.0294975764627465
"5534.28",18907,"L/LL5",1275,"Fell",1982,32.08333,121.5,"LL","Chondrite","Stony","Ordinary","LL","0",1
"420.2",430,"H6",1050,"Found",1940,40.15,-103.16667,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"3461.31",10835,"Iron",7.3,"Found",1849,32.7,128.85,"Iron","Achondrite","Iron",NA,NA,"0",1
"4589.1",12766,"CV3",8100,"Found",1961,39.63333,-100.46722,"CV","Chondrite","Stony","Carbonaceous","CV-CK","2",0.064345060252235
"4016.44",11868,"Stone-uncl",367,"Found",1956,24.7,108,"Stony",NA,"Stony",NA,NA,"0",1
"4955.30",16851,"L",25.5,"Fell",1795,9.33333,80.83333,"L","Chondrite","Stony","Ordinary","L","0",1
"3239.40",7758,"Mesosiderite-A1",188,"Fell",1933,-3,151,"Mesosiderite","Achondrite","Stony-Iron","Mesosiderite",NA,"0",1
"4638.4",14694,"L6",564000,"Found",1891,39.93333,-99.6,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"5632.33",22585,"Iron, IVA",10000,"Fell",1919,-6.73333,111.36667,"Iron IVA","Achondrite","Iron","Magmatic","Siderite","0",1
"5849.2",23102,"LL6",271000,"Fell",1966,45.3,0.23333,"LL","Chondrite","Stony","Ordinary","LL","2",0.064345060252235
"2169",6598,"H4",374,"Found",1986,29.58333,11.78333,"H","Chondrite","Stony","Ordinary","H","14",0.0286088486882495
"6397.1",23692,"Pallasite, PMG-an",67600,"Found",1931,52,-108.3,"Main Group","Achondrite","Stony-Iron","Pallasite",NA,"1",0.0294975764627465
"6227",23510,"Pallasite, PMG",323300,"Found",1967,62.9,152.43333,"Main Group","Achondrite","Stony-Iron","Pallasite",NA,"8",0.0565394577591197
"3327.32",10035,"Iron, ungrouped",19000,"Found",1940,53.1,7.2,"Iron","Achondrite","Iron",NA,NA,"0",1
"6881.3",24261,"H5",94,"Found",1965,-26.45,131,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"4051.22",11904,"L5",2420,"Fell",1825,21.3,-157.86667,"L","Chondrite","Stony","Ordinary","L","0",1
"876.34",5261,"Iron, IVB",136000,"Found",1793,-33.5,26,"Iron IVB","Achondrite","Iron","Magmatic","Siderite","0",1
"410",419,"Pallasite, PMG",52600,"Found",1909,30.7,-105.5,"Main Group","Achondrite","Stony-Iron","Pallasite",NA,"13",0.0166285644122995
"4690.1",14750,"Iron, IAB-MG",35400,"Found",1973,32.83611,-99.60417,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative","2",0.064345060252235
"9.31",10,"Acapulcoite",1914,"Fell",1976,16.88333,-99.9,"Acapulcoite","Achondrite","Stony","Primitive",NA,"0",1
"3451.3",10175,"L6",4700,"Found",1977,32.33333,-102.745,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"6900.3",24281,"H5",150000,"Fell",1967,-26.59278,120.32833,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"1043.5",5441,"H5",817,"Found",1967,39.68333,-102.845,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"533.2",2346,"L6",1300,"Fell",1923,52.05,0.3,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"436.1",446,"CR2-an",160,"Fell",1957,24.41667,39.51667,"CR","Chondrite","Stony","Carbonaceous","CR","2",0.064345060252235
"4018.37",11870,"L3.7-6",6100,"Fell",1910,27.33333,35.66667,"L","Chondrite","Stony","Ordinary","L","0",1
"4036.2",11887,"L6",50000,"Found",1927,-32.36667,-60.15,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"7946.25",45978,"Iron, ungrouped",8200,"Found",1981,-8.65,115.21667,"Iron","Achondrite","Iron",NA,NA,"0",1
"6650.2",24032,"H6",259.1,"Fell",1944,42.06667,-104.16667,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"3543",10952,"H3.7",9300,"Found",1937,34.8,-103.31667,"H","Chondrite","Stony","Ordinary","H","1",0.0294975764627465
"3528.3",10937,"Iron, IIIAB",33600,"Found",1976,-34,118.1,"Iron IIIAB","Achondrite","Iron","Magmatic","Siderite","2",0.064345060252235
"749.27",5121,"L3",5460,"Fell",1969,54.56667,-6.33333,"L","Chondrite","Stony","Ordinary","L","0",1
"983.30",5382,"H3.5",277,"Found",1986,11.7,-137.8,"H","Chondrite","Stony","Ordinary","H","0",1
"5820",22791,"L5",13000,"Fell",1914,51.13333,34.5,"L","Chondrite","Stony","Ordinary","L","1",0.0294975764627465
"4812.32",15495,"L5",2405,"Fell",1955,38.18333,15.56667,"L","Chondrite","Stony","Ordinary","L","0",1
"6989.2",30404,"L4",42000,"Fell",1984,45.81667,125.91667,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"6598",23973,"L6",218,"Found",1888,33.46667,-82.48333,"L","Chondrite","Stony","Ordinary","L","1",0.0294975764627465
"5073.4",16978,"Ureilite-pmict",173,"Found",1975,-31.08333,138.3,"Ureilite","Achondrite","Stony","Primitive or asteroidal",NA,"2",0.064345060252235
"5862.3",23117,"Iron, IIIAB",88000,"Found",1897,31.41667,-100.35,"Iron IIIAB","Achondrite","Iron","Magmatic","Siderite","2",0.064345060252235
"3397.1",10121,"L4",26100,"Found",1957,33.50667,-97.65139,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"3580.30",11208,"L6",8000,"Fell",1881,46.35,30.58333,"L","Chondrite","Stony","Ordinary","L","0",1
"5302.35",17989,"L6",6000,"Fell",1855,58.5,23,"L","Chondrite","Stony","Ordinary","L","0",1
"6581",23892,"Iron, IIE",810,"Found",1983,34.53333,-108.35,"Iron IIE","Achondrite","Iron","Magmatic","Siderite","13",0.0166285644122995
"6340.1",23627,"L6",1250,"Found",1962,-30.25,126.33333,"L","Chondrite","Stony","Ordinary","L","14",0.0286088486882495
"5577.40",22395,"H6",6.1,"Fell",1961,26.66667,50.15,"H","Chondrite","Stony","Ordinary","H","0",1
"6912",24326,"Iron, IIIAB",760000,"Found",1947,-19.3,127.76667,"Iron IIIAB","Achondrite","Iron","Magmatic","Siderite","13",0.0166285644122995
"973.25",5372,"H4",20,"Found",1986,12.5,-137.7,"H","Chondrite","Stony","Ordinary","H","0",1
"3461.32",10835,"Iron",7.3,"Found",1849,32.7,128.85,"Iron","Achondrite","Iron",NA,NA,"0",1
"3304.3",10012,"Iron, IIE",28800,"Found",1959,64.7,141.2,"Iron IIE","Achondrite","Iron","Magmatic","Siderite","6",0.0228321181540189
"3578",11206,"CV3",3500,"Fell",1861,43.66667,45.38333,"CV","Chondrite","Stony","Carbonaceous","CV-CK","1",0.0294975764627465
"505.1",2324,"L/LL5",132000,"Found",1973,55.14167,48.2,"LL","Chondrite","Stony","Ordinary","LL","1",0.0294975764627465
"3622.29",11467,"OC",1320,"Fell",1930,35,127.5,"Chondrite","Chondrite","Stony",NA,NA,"0",1
"441.1",452,"Iron, IIIAB",37500,"Found",1959,42.33333,93,"Iron IIIAB","Achondrite","Iron","Magmatic","Siderite","14",0.0286088486882495
"4130.3",11984,"H5",350000,"Found",1927,37.2,-101.35,"H","Chondrite","Stony","Ordinary","H","1",0.0294975764627465
"4578.2",12754,"Iron",410,"Found",1925,55.95,125.4,"Iron","Achondrite","Iron",NA,NA,"8",0.0565394577591197
"4689.21",14749,"Iron, IIIAB",20500,"Found",1885,17.9,-77.63333,"Iron IIIAB","Achondrite","Iron","Magmatic","Siderite","0",1
"5009.2",16908,"H6",17000,"Fell",1928,19.25,77,"H","Chondrite","Stony","Ordinary","H","1",0.0294975764627465
"792.22",5169,"H5",120000,"Fell",1919,5,48,"H","Chondrite","Stony","Ordinary","H","0",1
"6205",23488,"H4",43900,"Found",1961,32.68333,-102.61667,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"4965",16861,"L6",26.6,"Found",1982,-30.01667,127.7,"L","Chondrite","Stony","Ordinary","L","14",0.0286088486882495
"5895.25",23172,"Iron, IIAB",162000,"Found",1883,41.76611,-8.58361,"Iron IIAB","Achondrite","Iron","Magmatic","Siderite","0",1
"5700.1",22669,"L5",74.7,"Found",1981,34.1,-103.48333,"L","Chondrite","Stony","Ordinary","L","1",0.0294975764627465
"811.4",5189,"Eucrite-mmict",23500,"Found",1916,-36.4,-59.5,"Eucrite","Achondrite","Stony","Asteroidal","H-E-D Vesta","2",0.064345060252235
"3231",7749,"Stone-uncl",367,"Fell",1976,43.33333,128.25,"Stony",NA,"Stony",NA,NA,"2",0.064345060252235
"4760",15436,"L6",1443,"Fell",1983,35.8,-84.1,"L","Chondrite","Stony","Ordinary","L","1",0.0294975764627465
"9578.2",56382,"H5",11800,"Found",1980,34.78333,-103.66667,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"792.23",5169,"H5",120000,"Fell",1919,5,48,"H","Chondrite","Stony","Ordinary","H","0",1
"4841.2",16688,"Iron, IIIAB",26500,"Found",1921,-26.11667,116.66667,"Iron IIIAB","Achondrite","Iron","Magmatic","Siderite","14",0.0286088486882495
"5302.36",17989,"L6",6000,"Fell",1855,58.5,23,"L","Chondrite","Stony","Ordinary","L","0",1
"4183.2",12046,"Iron, IIAB",1500,"Found",1898,31.96667,-97.86667,"Iron IIAB","Achondrite","Iron","Magmatic","Siderite","2",0.064345060252235
"4637",14683,"H4",20676,"Found",1971,41.5,-91.47917,"H","Chondrite","Stony","Ordinary","H","1",0.0294975764627465
"6563.1",23878,"L5",370,"Found",1912,51.36667,107.38333,"L","Chondrite","Stony","Ordinary","L","8",0.0565394577591197
"6696.28",24087,"L6",236,"Found",1920,44.01667,28.63333,"L","Chondrite","Stony","Ordinary","L","0",1
"6712.26",24104,"H5",3600,"Fell",1866,13.48333,74.78333,"H","Chondrite","Stony","Ordinary","H","0",1
"6406.22",23720,"H3.6",430,"Found",1983,-21.19222,55.68639,"H","Chondrite","Stony","Ordinary","H","0",1
"9701.25",56566,"Iron, IAB-ung",732,"Found",1979,42.318,-90.221,"Iron IAB","Achondrite","Iron","Non-magmatic","Primative","0",1
"3212",7729,"H4/5",2350,"Found",1982,48.66667,-97.11667,"H","Chondrite","Stony","Ordinary","H","1",0.0294975764627465
"5512.2",18878,"L6",261000,"Found",1941,41.23333,-103.3,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
"3577.3",11204,"Iron, ungrouped",6000,"Found",1985,33.71667,-102.81667,"Iron","Achondrite","Iron",NA,NA,"2",0.064345060252235
"602",4950,"Iron, IIE-an",12000,"Found",1855,-28.08333,-69.33333,"Iron IIE","Achondrite","Iron","Non-magmatic","Primative","13",0.0166285644122995
"5534.29",18907,"L/LL5",1275,"Fell",1982,32.08333,121.5,"LL","Chondrite","Stony","Ordinary","LL","0",1
"4388.23",12286,"H4",135000,"Fell",1850,38.98333,141.61667,"H","Chondrite","Stony","Ordinary","H","0",1
"6847.3",24230,"Iron, IIE-an",94200,"Found",1924,-32.26667,139.86667,"Iron IIE","Achondrite","Iron","Magmatic","Siderite","2",0.064345060252235
"5527.41",18897,"L",66,"Found",1973,29.9,-112.68333,"L","Chondrite","Stony","Ordinary","L","0",1
"19.1",20,"L6",276,"Found",1989,27.75,4.1,"L","Chondrite","Stony","Ordinary","L","14",0.0286088486882495
"4955.31",16851,"L",25.5,"Fell",1795,9.33333,80.83333,"L","Chondrite","Stony","Ordinary","L","0",1
"4018.38",11870,"L3.7-6",6100,"Fell",1910,27.33333,35.66667,"L","Chondrite","Stony","Ordinary","L","0",1
"6449.1",23765,"L4",118.1,"Found",1932,20.01667,50.93333,"L","Chondrite","Stony","Ordinary","L","14",0.0286088486882495
"4900.1",16756,"H",2e+05,"Found",1979,-30.1,28.71667,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"5061.1",16959,"OC",200,"Found",1975,33.11833,-102.11333,"Chondrite","Chondrite","Stony",NA,NA,"2",0.064345060252235
"983.31",5382,"H3.5",277,"Found",1986,11.7,-137.8,"H","Chondrite","Stony","Ordinary","H","0",1
"5019.1",16918,"LL6",27000,"Found",1975,-28.6,141.15,"LL","Chondrite","Stony","Ordinary","LL","14",0.0286088486882495
"5631",22584,"L5",17300,"Fell",1947,42.475,-5.33333,"L","Chondrite","Stony","Ordinary","L","13",0.0166285644122995
"2157",6583,"H5",405,"Found",1986,29.62889,11.78778,"H","Chondrite","Stony","Ordinary","H","14",0.0286088486882495
"5085.31",16990,"L4",283.5,"Found",1962,-37.31667,139.85,"L","Chondrite","Stony","Ordinary","L","0",1
"4839.1",16686,"L6",7464,"Found",1984,-26.33333,121,"L","Chondrite","Stony","Ordinary","L","14",0.0286088486882495
"3580.31",11208,"L6",8000,"Fell",1881,46.35,30.58333,"L","Chondrite","Stony","Ordinary","L","0",1
"2210.2",6650,"H3.8",243.5,"Found",1976,39.06667,58.86667,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"995.25",5396,"Pallasite, PES",320,"Found",1921,55.18333,-162.55,"Eagle Station Group","Achondrite","Stony-Iron","Pallasite",NA,"0",1
"3284.3",7809,"Iron, IIAB",598,"Found",1972,33.68333,-112.26667,"Iron IIAB","Achondrite","Iron","Magmatic","Siderite","1",0.0294975764627465
"4368",12263,"L6",2950,"Fell",1955,31.58333,71.6,"L","Chondrite","Stony","Ordinary","L","1",0.0294975764627465
"6449.2",23765,"L4",118.1,"Found",1932,20.01667,50.93333,"L","Chondrite","Stony","Ordinary","L","14",0.0286088486882495
"4958",16854,"H3",235,"Found",1972,-30.85,127.53333,"H","Chondrite","Stony","Ordinary","H","14",0.0286088486882495
"6736.34",24129,"Stone-uncl",1500,"Fell",1926,34.48333,133.28333,"Stony",NA,"Stony",NA,NA,"0",1
"4352.30",12245,"H5",1630,"Fell",1908,-7,115.5,"H","Chondrite","Stony","Ordinary","H","0",1
"1064",5464,"H6",6000,"Found",1940,31.75,-97.75,"H","Chondrite","Stony","Ordinary","H","2",0.064345060252235
"4803.3",15486,"L5",28.9,"Fell",1903,46.81867,7.21817,"L","Chondrite","Stony","Ordinary","L","2",0.064345060252235
